ForecastID,RepID,ProjectedRevenue,ForecastDate,CloseProbability,created_at,updated_at
1,45,13444.900716585456,2024-07-16,0.498483327508408,2024-11-11 09:19:27,2024-11-11 09:19:27
2,10,33438.16866420323,2024-07-31,0.5516286416140348,2024-11-11 09:19:27,2024-11-11 09:19:27
3,17,59490.34950511394,2023-10-28,0.7396157339205477,2024-11-11 09:19:27,2024-11-11 09:19:27
4,1,72256.76442168196,2024-02-28,0.6161369489118753,2024-11-11 09:19:27,2024-11-11 09:19:27
5,48,34682.16406047455,2023-01-17,0.2919267162571642,2024-11-11 09:19:27,2024-11-11 09:19:27
6,26,89177.3525998615,2023-08-14,0.1922430105308182,2024-11-11 09:19:27,2024-11-11 09:19:27
7,13,52855.25971798701,2024-02-01,0.1057200763674256,2024-11-11 09:19:27,2024-11-11 09:19:27
8,16,95822.71794438046,2023-01-30,0.360605515526458,2024-11-11 09:19:27,2024-11-11 09:19:27
9,49,23917.78091724158,2023-09-15,0.4290491236451745,2024-11-11 09:19:27,2024-11-11 09:19:27
10,24,89130.37922980169,2022-11-27,0.4693594692719041,2024-11-11 09:19:27,2024-11-11 09:19:27
11,40,70119.17695104741,2023-05-03,0.216676439905796,2024-11-11 09:19:27,2024-11-11 09:19:27
12,17,57469.24332427481,2022-11-28,0.6252453054882462,2024-11-11 09:19:27,2024-11-11 09:19:27
13,12,98924.33116538369,2024-05-20,0.7527103182046117,2024-11-11 09:19:27,2024-11-11 09:19:27
14,25,84170.94934002763,2024-08-04,0.8823343571014216,2024-11-11 09:19:27,2024-11-11 09:19:27
15,24,40091.48368189236,2023-09-13,0.577958236885597,2024-11-11 09:19:27,2024-11-11 09:19:27
16,19,58618.98725381864,2023-09-13,0.643461812802337,2024-11-11 09:19:27,2024-11-11 09:19:27
17,46,13005.556773126384,2023-05-03,0.6108934643826239,2024-11-11 09:19:27,2024-11-11 09:19:27
18,10,62248.34342299496,2023-09-30,0.3265418396676631,2024-11-11 09:19:27,2024-11-11 09:19:27
19,35,57688.7229976135,2023-11-22,0.2594336014332515,2024-11-11 09:19:27,2024-11-11 09:19:27
20,4,29405.228330251237,2024-03-28,0.1231054609410976,2024-11-11 09:19:27,2024-11-11 09:19:27
21,40,11880.38898676848,2023-11-18,0.8006320540993328,2024-11-11 09:19:27,2024-11-11 09:19:27
22,22,22725.22618826499,2023-02-04,0.6556363797561706,2024-11-11 09:19:27,2024-11-11 09:19:27
23,28,92580.35596468727,2024-05-24,0.4336105771448294,2024-11-11 09:19:27,2024-11-11 09:19:27
24,7,44635.49258393452,2023-03-11,0.2724892262569421,2024-11-11 09:19:27,2024-11-11 09:19:27
25,13,47202.5688235899,2023-05-08,0.2565219614730553,2024-11-11 09:19:27,2024-11-11 09:19:27
26,44,74951.40235444874,2024-09-16,0.4171088540588396,2024-11-11 09:19:27,2024-11-11 09:19:27
27,19,82094.29704035363,2023-09-01,0.1700410846639076,2024-11-11 09:19:27,2024-11-11 09:19:27
28,4,17223.61716336368,2023-09-17,0.6443538655596461,2024-11-11 09:19:27,2024-11-11 09:19:27
29,46,79115.24868170085,2023-05-30,0.2150435128652655,2024-11-11 09:19:27,2024-11-11 09:19:27
30,45,21955.18815585198,2024-04-23,0.618108109134759,2024-11-11 09:19:27,2024-11-11 09:19:27
31,7,81628.70661319698,2024-09-13,0.1799664709236411,2024-11-11 09:19:27,2024-11-11 09:19:27
32,7,93602.6349169799,2023-02-25,0.5480294298296532,2024-11-11 09:19:27,2024-11-11 09:19:27
33,49,50232.95371394211,2023-06-17,0.3797908967351591,2024-11-11 09:19:27,2024-11-11 09:19:27
34,8,39916.05464288573,2022-11-04,0.4682005766596776,2024-11-11 09:19:27,2024-11-11 09:19:27
35,49,72057.55017535032,2023-12-12,0.3306822407464653,2024-11-11 09:19:27,2024-11-11 09:19:27
36,45,84145.92153170914,2023-04-15,0.8264109182702515,2024-11-11 09:19:27,2024-11-11 09:19:27
37,15,33374.71904955219,2024-07-11,0.8499420160192839,2024-11-11 09:19:27,2024-11-11 09:19:27
38,13,78898.11294060643,2024-09-13,0.1392846793808698,2024-11-11 09:19:27,2024-11-11 09:19:27
39,8,25832.325031101245,2023-02-04,0.6988699440153605,2024-11-11 09:19:27,2024-11-11 09:19:27
40,18,90465.07620586596,2023-03-25,0.7648891847309179,2024-11-11 09:19:27,2024-11-11 09:19:27
41,12,19761.597023848408,2024-01-27,0.3029900662287098,2024-11-11 09:19:27,2024-11-11 09:19:27
42,11,57555.02575740216,2023-03-23,0.4621441875744316,2024-11-11 09:19:27,2024-11-11 09:19:27
43,23,43904.00161489083,2023-06-18,0.7305028638166758,2024-11-11 09:19:27,2024-11-11 09:19:27
44,18,35974.18984601501,2024-10-01,0.5615878179010383,2024-11-11 09:19:27,2024-11-11 09:19:27
45,3,82687.73443289063,2023-11-12,0.1348838029583447,2024-11-11 09:19:27,2024-11-11 09:19:27
46,48,93188.92454848476,2022-12-12,0.2762326999096925,2024-11-11 09:19:27,2024-11-11 09:19:27
47,17,15358.184146768564,2023-01-14,0.5160919758114062,2024-11-11 09:19:27,2024-11-11 09:19:27
48,23,17334.648599834218,2022-11-09,0.8103391209767206,2024-11-11 09:19:27,2024-11-11 09:19:27
49,43,28739.47289388597,2024-08-17,0.3608112175229804,2024-11-11 09:19:27,2024-11-11 09:19:27
50,2,87254.04968893499,2024-01-27,0.7867337506412677,2024-11-11 09:19:27,2024-11-11 09:19:27
51,25,43163.61614678588,2023-02-17,0.4127360352310344,2024-11-11 09:19:27,2024-11-11 09:19:27
52,40,15955.398014183083,2022-11-05,0.717172882507237,2024-11-11 09:19:27,2024-11-11 09:19:27
53,19,86087.1212092268,2024-09-13,0.411560080927888,2024-11-11 09:19:27,2024-11-11 09:19:27
54,25,25968.843077178917,2023-03-16,0.2975144801492289,2024-11-11 09:19:27,2024-11-11 09:19:27
55,23,68854.7491363434,2022-12-14,0.8903555524124888,2024-11-11 09:19:27,2024-11-11 09:19:27
56,7,77550.98457839072,2023-05-01,0.4168405215292704,2024-11-11 09:19:27,2024-11-11 09:19:27
57,11,96618.12061247633,2023-01-08,0.3144467851140189,2024-11-11 09:19:27,2024-11-11 09:19:27
58,14,91470.47877600862,2022-11-30,0.597622477851535,2024-11-11 09:19:27,2024-11-11 09:19:27
59,47,56681.94963747205,2024-01-19,0.6673845877980573,2024-11-11 09:19:27,2024-11-11 09:19:27
60,31,73813.65082144798,2023-04-18,0.7412763045570191,2024-11-11 09:19:27,2024-11-11 09:19:27
61,49,72814.94957571613,2023-07-26,0.1384416422047083,2024-11-11 09:19:27,2024-11-11 09:19:27
62,34,54962.12605863477,2022-12-01,0.5015106610446421,2024-11-11 09:19:27,2024-11-11 09:19:27
63,33,41873.90976089328,2023-11-21,0.4321201208322764,2024-11-11 09:19:27,2024-11-11 09:19:27
64,18,88685.7408998362,2024-10-05,0.3276713452160714,2024-11-11 09:19:27,2024-11-11 09:19:27
65,27,64503.37676505603,2024-09-29,0.7230127179116799,2024-11-11 09:19:27,2024-11-11 09:19:27
66,30,54003.430350901646,2024-05-30,0.826302965564922,2024-11-11 09:19:27,2024-11-11 09:19:27
67,44,55487.21026735354,2024-09-03,0.4873558757357421,2024-11-11 09:19:27,2024-11-11 09:19:27
68,19,68881.97524538543,2024-02-19,0.7214743535531907,2024-11-11 09:19:27,2024-11-11 09:19:27
69,15,15346.093801115529,2024-07-12,0.1911777866595473,2024-11-11 09:19:27,2024-11-11 09:19:27
70,23,28143.14678339136,2022-12-15,0.3085323304718148,2024-11-11 09:19:27,2024-11-11 09:19:27
71,2,95489.44736830235,2024-04-02,0.5257992360006175,2024-11-11 09:19:27,2024-11-11 09:19:27
72,45,75782.79163877467,2023-03-16,0.7910258414157844,2024-11-11 09:19:27,2024-11-11 09:19:27
73,47,75131.13708131813,2023-03-29,0.2979913526562542,2024-11-11 09:19:27,2024-11-11 09:19:27
74,49,89739.52611834253,2024-01-04,0.8189441349563554,2024-11-11 09:19:27,2024-11-11 09:19:27
75,39,37504.59908236621,2022-12-10,0.6095339130213023,2024-11-11 09:19:27,2024-11-11 09:19:27
76,44,94929.52554409108,2023-08-17,0.4758912262091842,2024-11-11 09:19:27,2024-11-11 09:19:27
77,50,41025.36021561773,2024-03-21,0.5183297352776416,2024-11-11 09:19:27,2024-11-11 09:19:27
78,46,35110.24883052488,2023-01-17,0.7244111664338299,2024-11-11 09:19:27,2024-11-11 09:19:27
79,11,54356.187409142425,2024-05-17,0.7751685641002296,2024-11-11 09:19:27,2024-11-11 09:19:27
80,11,87608.34064108397,2022-11-02,0.8819805806735268,2024-11-11 09:19:27,2024-11-11 09:19:27
81,3,98059.4484723906,2024-06-30,0.1197871921163186,2024-11-11 09:19:27,2024-11-11 09:19:27
82,26,40300.86769692293,2022-11-06,0.2527991424040964,2024-11-11 09:19:27,2024-11-11 09:19:27
83,42,52526.24854317279,2022-11-11,0.8413885010348574,2024-11-11 09:19:27,2024-11-11 09:19:27
84,49,39535.668125703145,2023-10-26,0.4164160024162324,2024-11-11 09:19:27,2024-11-11 09:19:27
85,19,66400.77244362168,2023-11-04,0.8281691875701014,2024-11-11 09:19:27,2024-11-11 09:19:27
86,37,34103.75148547688,2024-02-19,0.2484675742333839,2024-11-11 09:19:27,2024-11-11 09:19:27
87,40,63546.87442736074,2024-07-12,0.7556532786521518,2024-11-11 09:19:27,2024-11-11 09:19:27
88,45,21680.983385384283,2022-11-17,0.7677044888775405,2024-11-11 09:19:27,2024-11-11 09:19:27
89,7,16225.28280206264,2024-05-24,0.5150037275937075,2024-11-11 09:19:27,2024-11-11 09:19:27
90,2,87488.55225140376,2023-02-17,0.5782398491090631,2024-11-11 09:19:27,2024-11-11 09:19:27
91,26,66840.9428596044,2022-11-19,0.8078388686504353,2024-11-11 09:19:27,2024-11-11 09:19:27
92,45,63707.42164441929,2023-09-15,0.6579170716052967,2024-11-11 09:19:27,2024-11-11 09:19:27
93,9,28922.6970361505,2024-05-06,0.1748550986265281,2024-11-11 09:19:27,2024-11-11 09:19:27
94,43,82206.97683823238,2024-04-09,0.171661467492549,2024-11-11 09:19:27,2024-11-11 09:19:27
95,45,80692.33475395555,2024-06-01,0.4931249099992243,2024-11-11 09:19:27,2024-11-11 09:19:27
96,17,43671.47291061633,2023-02-27,0.499909182822622,2024-11-11 09:19:27,2024-11-11 09:19:27
97,37,77152.08456947215,2023-11-12,0.4999359117366769,2024-11-11 09:19:27,2024-11-11 09:19:27
98,45,37740.17390355837,2024-05-21,0.3962536200871625,2024-11-11 09:19:27,2024-11-11 09:19:27
99,39,57092.85930441232,2024-02-07,0.1028535464875328,2024-11-11 09:19:27,2024-11-11 09:19:27
100,6,99630.90785510073,2023-09-01,0.3164096875221978,2024-11-11 09:19:27,2024-11-11 09:19:27
101,41,10164.794910409752,2024-08-10,0.8848618617096736,2024-11-11 09:19:27,2024-11-11 09:19:27
102,48,39630.6996911896,2024-04-08,0.7662001732258331,2024-11-11 09:19:27,2024-11-11 09:19:27
103,7,10857.851465747628,2023-03-04,0.8903438499472097,2024-11-11 09:19:27,2024-11-11 09:19:27
104,3,39351.62215164883,2023-02-18,0.8515422350268393,2024-11-11 09:19:27,2024-11-11 09:19:27
105,14,94537.52176604216,2024-06-18,0.4735514888386858,2024-11-11 09:19:27,2024-11-11 09:19:27
106,50,94433.32623860968,2024-06-22,0.7670769972074559,2024-11-11 09:19:27,2024-11-11 09:19:27
107,28,76039.88608107355,2023-12-05,0.6461630775358911,2024-11-11 09:19:27,2024-11-11 09:19:27
108,21,94412.95711228444,2024-01-11,0.4403831061844632,2024-11-11 09:19:27,2024-11-11 09:19:27
109,4,28485.727393093504,2023-10-06,0.4330314310129952,2024-11-11 09:19:27,2024-11-11 09:19:27
110,2,52010.99927296625,2023-11-27,0.1902539765351813,2024-11-11 09:19:27,2024-11-11 09:19:27
111,47,19466.45499104975,2024-04-29,0.4983309382232512,2024-11-11 09:19:27,2024-11-11 09:19:27
112,21,87360.87283609457,2023-12-28,0.5549563628873788,2024-11-11 09:19:27,2024-11-11 09:19:27
113,3,79372.69674088432,2024-05-18,0.2556113549566586,2024-11-11 09:19:27,2024-11-11 09:19:27
114,34,98884.33075696904,2024-06-12,0.4084300238138876,2024-11-11 09:19:27,2024-11-11 09:19:27
115,15,90887.83863919027,2024-02-29,0.3491529856826209,2024-11-11 09:19:27,2024-11-11 09:19:27
116,27,11550.12674815914,2023-02-09,0.258482773535685,2024-11-11 09:19:27,2024-11-11 09:19:27
117,43,17304.998637744648,2023-01-09,0.5782592331557366,2024-11-11 09:19:27,2024-11-11 09:19:27
118,20,16317.09161364114,2023-01-17,0.3934232890046426,2024-11-11 09:19:27,2024-11-11 09:19:27
119,37,21985.260774201364,2024-02-03,0.143565930547506,2024-11-11 09:19:27,2024-11-11 09:19:27
120,34,64919.56604225576,2022-11-11,0.5191509631438533,2024-11-11 09:19:27,2024-11-11 09:19:27
121,19,52999.6583361047,2024-07-31,0.2657746065415703,2024-11-11 09:19:27,2024-11-11 09:19:27
122,1,69272.31075910137,2024-05-13,0.1078154197797834,2024-11-11 09:19:27,2024-11-11 09:19:27
123,44,72534.21944277684,2023-08-10,0.8095828050056606,2024-11-11 09:19:27,2024-11-11 09:19:27
124,49,28451.60038439764,2024-04-18,0.2372312941975163,2024-11-11 09:19:27,2024-11-11 09:19:27
125,41,84450.29151349716,2023-12-27,0.6134472994582938,2024-11-11 09:19:27,2024-11-11 09:19:27
126,10,78132.4637760196,2023-11-05,0.4232235853527368,2024-11-11 09:19:27,2024-11-11 09:19:27
127,30,78810.6857303619,2024-05-22,0.7490893101116156,2024-11-11 09:19:27,2024-11-11 09:19:27
128,37,86910.87460817765,2023-07-27,0.3316906564560822,2024-11-11 09:19:27,2024-11-11 09:19:27
129,38,78535.83052036147,2022-11-14,0.6656104606424348,2024-11-11 09:19:27,2024-11-11 09:19:27
130,25,39579.791854605486,2024-05-16,0.1479768348066167,2024-11-11 09:19:27,2024-11-11 09:19:27
131,22,91736.29946141705,2023-11-22,0.2899404779591964,2024-11-11 09:19:27,2024-11-11 09:19:27
132,37,89733.43847464187,2024-05-01,0.8806475624276687,2024-11-11 09:19:27,2024-11-11 09:19:27
133,20,25871.266939206016,2024-02-02,0.6071778078922364,2024-11-11 09:19:27,2024-11-11 09:19:27
134,13,34203.07858851028,2023-12-06,0.3983525350197561,2024-11-11 09:19:27,2024-11-11 09:19:27
135,8,40438.961351388425,2024-05-16,0.5565546305994282,2024-11-11 09:19:27,2024-11-11 09:19:27
136,24,24685.90010228035,2024-08-25,0.4956611687138771,2024-11-11 09:19:27,2024-11-11 09:19:27
137,21,26049.901027975804,2023-04-06,0.255369833231865,2024-11-11 09:19:27,2024-11-11 09:19:27
138,39,40948.95810363069,2024-08-12,0.489515215894697,2024-11-11 09:19:27,2024-11-11 09:19:27
139,39,93543.06904399912,2023-10-14,0.5941505289992614,2024-11-11 09:19:27,2024-11-11 09:19:27
140,10,89523.98393099273,2023-02-07,0.2913408697307658,2024-11-11 09:19:27,2024-11-11 09:19:27
141,11,59961.87520732483,2023-03-25,0.84285185093819,2024-11-11 09:19:27,2024-11-11 09:19:27
142,6,87514.41791873246,2023-08-31,0.7136358300616151,2024-11-11 09:19:27,2024-11-11 09:19:27
143,34,16505.31450316673,2023-11-26,0.5196047901375568,2024-11-11 09:19:27,2024-11-11 09:19:27
144,9,38910.94010767806,2023-01-10,0.3480920260814919,2024-11-11 09:19:27,2024-11-11 09:19:27
145,37,75661.73250191394,2024-05-09,0.2118728458629238,2024-11-11 09:19:27,2024-11-11 09:19:27
146,48,28511.26273065202,2023-01-22,0.5021894829425269,2024-11-11 09:19:27,2024-11-11 09:19:27
147,16,88573.8058437752,2024-04-01,0.2390118121372654,2024-11-11 09:19:27,2024-11-11 09:19:27
148,50,13642.116261990825,2023-05-28,0.5060545760679139,2024-11-11 09:19:27,2024-11-11 09:19:27
149,36,43381.31579135962,2024-04-03,0.49692009659009,2024-11-11 09:19:27,2024-11-11 09:19:27
150,7,95452.59885276986,2023-12-30,0.5664054290655983,2024-11-11 09:19:27,2024-11-11 09:19:27
151,32,28275.2832731378,2024-09-22,0.18426697360188,2024-11-11 09:19:27,2024-11-11 09:19:27
152,45,14032.780524515536,2024-04-04,0.3530355044393077,2024-11-11 09:19:27,2024-11-11 09:19:27
153,40,29782.57487636681,2023-05-19,0.8724906635470971,2024-11-11 09:19:27,2024-11-11 09:19:27
154,27,79104.64844046293,2024-02-18,0.1905699137827271,2024-11-11 09:19:27,2024-11-11 09:19:27
155,13,65789.98677950386,2023-05-02,0.6754978486612653,2024-11-11 09:19:27,2024-11-11 09:19:27
156,18,77575.18303549077,2022-10-23,0.6535828535936629,2024-11-11 09:19:27,2024-11-11 09:19:27
157,23,41724.61190760038,2024-03-31,0.7736135103317916,2024-11-11 09:19:27,2024-11-11 09:19:27
158,23,37845.32959887985,2023-07-28,0.7776675606091595,2024-11-11 09:19:27,2024-11-11 09:19:27
159,6,81763.05123296675,2023-12-13,0.5293895212622214,2024-11-11 09:19:27,2024-11-11 09:19:27
160,26,80667.5530945693,2024-10-03,0.4797169522934558,2024-11-11 09:19:27,2024-11-11 09:19:27
161,49,79756.7948031778,2023-09-29,0.4671941489954667,2024-11-11 09:19:27,2024-11-11 09:19:27
162,11,98219.39653897488,2024-01-03,0.7974042521345645,2024-11-11 09:19:27,2024-11-11 09:19:27
163,16,76688.14495405098,2023-01-03,0.4267958338153347,2024-11-11 09:19:27,2024-11-11 09:19:27
164,4,47953.67105247037,2024-08-18,0.244915866730569,2024-11-11 09:19:27,2024-11-11 09:19:27
165,36,89287.1256647441,2024-07-05,0.66996261424916,2024-11-11 09:19:27,2024-11-11 09:19:27
166,12,60976.57387907557,2023-09-30,0.4171751628774622,2024-11-11 09:19:27,2024-11-11 09:19:27
167,20,20332.7741024542,2023-01-07,0.6379361737047461,2024-11-11 09:19:27,2024-11-11 09:19:27
168,38,20333.798834044712,2023-08-28,0.3460201387250128,2024-11-11 09:19:27,2024-11-11 09:19:27
169,1,34246.554589270774,2023-08-01,0.2669016666861981,2024-11-11 09:19:27,2024-11-11 09:19:27
170,27,20777.53302573813,2023-01-06,0.141791891150079,2024-11-11 09:19:27,2024-11-11 09:19:27
171,27,88484.54872662108,2023-06-04,0.554288399652575,2024-11-11 09:19:27,2024-11-11 09:19:27
172,34,74893.95616872987,2022-10-27,0.6316243369524781,2024-11-11 09:19:27,2024-11-11 09:19:27
173,5,76868.26889466932,2023-04-12,0.539889220513831,2024-11-11 09:19:27,2024-11-11 09:19:27
174,45,87224.48039483339,2023-01-16,0.8257893089817885,2024-11-11 09:19:27,2024-11-11 09:19:27
175,40,57880.76059377913,2023-11-24,0.3046097360396633,2024-11-11 09:19:27,2024-11-11 09:19:27
176,50,23246.43750928825,2022-12-10,0.3185585925770925,2024-11-11 09:19:27,2024-11-11 09:19:27
