OpportunityID,CustomerID,OpportunityStage,CloseDate,ExpectedRevenue,created_at,updated_at
9000,531,negotiation,2023-12-18,26297.18495486723,2024-03-24 07:20:51.970903,2024-03-25 07:20:51.970903
9001,3075,negotiation,2022-11-10,7994.689956713598,2024-06-28 07:20:51.970903,2024-06-28 07:20:51.970903
9002,2703,prospecting,2023-09-08,41206.43025268348,2024-06-23 07:20:51.970903,2024-07-01 07:20:51.970903
9003,1121,won,2023-09-05,9466.43419616234,2024-01-01 07:20:51.970903,2024-01-09 07:20:51.970903
9004,3151,negotiation,2022-10-25,27212.628324422927,2024-04-23 07:20:51.970903,2024-04-30 07:20:51.970903
9005,2477,prospecting,2023-02-09,15216.109518161313,2024-06-04 07:20:51.970903,2024-06-06 07:20:51.970903
9006,4243,negotiation,2024-01-03,6906.703925567143,2024-08-20 07:20:51.970903,2024-08-27 07:20:51.970903
9007,628,prospecting,2024-06-07,44032.14140335526,2023-12-02 07:20:51.970903,2023-12-08 07:20:51.970903
9008,2460,won,2023-08-09,16273.467979794508,2024-01-31 07:20:51.970903,2024-02-02 07:20:51.970903
9009,9,won,2024-09-28,40651.03207777641,2024-08-22 07:20:51.970903,2024-08-29 07:20:51.970903
9010,3195,negotiation,2024-04-22,3519.390950791306,2023-12-01 07:20:51.970903,2023-12-05 07:20:51.970903
9011,2584,won,2024-07-10,9090.976524991796,2024-07-14 07:20:51.970903,2024-07-17 07:20:51.970903
9012,3372,won,2024-09-09,34376.70485729669,2024-09-22 07:20:51.970903,2024-09-25 07:20:51.970903
9013,3002,prospecting,2024-07-07,7456.180270918021,2024-03-30 07:20:51.970903,2024-04-09 07:20:51.970903
9014,819,won,2023-10-06,38140.901876035474,2024-02-29 07:20:51.970903,2024-03-07 07:20:51.970903
9015,2916,won,2024-06-18,48558.86722597929,2023-11-06 07:20:51.970903,2023-11-08 07:20:51.970903
9016,1455,prospecting,2024-05-28,30107.05598279392,2024-01-04 07:20:51.970903,2024-01-14 07:20:51.970903
9017,2783,won,2023-02-21,35820.90194222159,2024-05-23 07:20:51.970903,2024-05-30 07:20:51.970903
9018,403,won,2024-09-23,9414.907655366604,2024-06-06 07:20:51.970903,2024-06-09 07:20:51.970903
9019,4960,won,2024-04-05,12160.483602520982,2024-06-15 07:20:51.970903,2024-06-15 07:20:51.970903
9020,4622,won,2022-12-28,6213.760326839051,2023-12-24 07:20:51.970903,2024-01-02 07:20:51.970903
9021,4078,prospecting,2023-06-16,12066.138208495542,2024-09-23 07:20:51.970903,2024-09-27 07:20:51.970903
9022,2213,won,2024-08-05,41526.27330438224,2024-02-06 07:20:51.970903,2024-02-12 07:20:51.970903
9023,3867,negotiation,2024-01-30,4010.503012973282,2024-09-22 07:20:51.970903,2024-09-25 07:20:51.970903
9024,2599,negotiation,2023-11-06,35163.057565341165,2023-12-24 07:20:51.970903,2023-12-25 07:20:51.970903
9025,1421,won,2023-09-25,25971.403566987792,2024-02-26 07:20:51.970903,2024-03-06 07:20:51.970903
9026,51,negotiation,2024-01-31,14242.09871277651,2024-09-01 07:20:51.970903,2024-09-08 07:20:51.970903
9027,3964,prospecting,2023-09-19,6211.0694619090045,2024-05-09 07:20:51.970903,2024-05-12 07:20:51.970903
9028,4458,negotiation,2022-11-25,11001.041455087256,2024-03-27 07:20:51.970903,2024-04-05 07:20:51.970903
9029,1410,negotiation,2023-10-28,20087.030554078006,2024-08-09 07:20:51.970903,2024-08-17 07:20:51.970903
9030,3180,won,2023-01-25,30594.041439309018,2024-09-02 07:20:51.970903,2024-09-03 07:20:51.970903
9031,721,won,2023-08-19,9990.027492730173,2024-06-27 07:20:51.970903,2024-07-06 07:20:51.970903
9032,1841,negotiation,2023-03-08,30040.595961843926,2024-09-01 07:20:51.970903,2024-09-10 07:20:51.970903
9033,4320,won,2023-06-04,19461.435439644527,2024-09-25 07:20:51.970903,2024-09-25 07:20:51.970903
9034,1119,negotiation,2024-08-24,40141.83263973772,2024-10-19 07:20:51.970903,2024-10-23 07:20:51.970903
9035,3851,negotiation,2023-07-15,20663.325707194945,2024-10-03 07:20:51.970903,2024-10-11 07:20:51.970903
9036,4633,negotiation,2024-04-15,2728.0867681876384,2024-02-27 07:20:51.970903,2024-02-28 07:20:51.970903
9037,1636,negotiation,2024-09-22,10077.574966238251,2024-07-12 07:20:51.970903,2024-07-19 07:20:51.970903
9038,3348,prospecting,2022-11-21,17553.578628853174,2024-07-24 07:20:51.970903,2024-07-31 07:20:51.970903
9039,754,prospecting,2023-06-07,18510.37029782277,2024-04-13 07:20:51.970903,2024-04-22 07:20:51.970903
9040,3520,negotiation,2024-10-18,37571.49111369465,2024-10-02 07:20:51.970903,2024-10-11 07:20:51.970903
9041,2475,prospecting,2024-10-13,27844.92383759419,2024-10-27 07:20:51.970903,2024-11-04 07:20:51.970903
9042,3878,prospecting,2024-08-23,21696.87761937605,2023-11-24 07:20:51.970903,2023-11-26 07:20:51.970903
9043,3865,negotiation,2024-07-31,9152.176883961927,2024-03-23 07:20:51.970903,2024-03-31 07:20:51.970903
9044,2827,prospecting,2023-12-22,25138.02978526183,2024-02-04 07:20:51.970903,2024-02-10 07:20:51.970903
9045,1902,negotiation,2024-02-20,19813.5230823072,2024-06-23 07:20:51.970903,2024-07-01 07:20:51.970903
9046,1875,negotiation,2022-12-16,39205.35124572101,2023-11-09 07:20:51.970903,2023-11-12 07:20:51.970903
9047,2022,negotiation,2023-11-08,28935.137062624523,2024-05-10 07:20:51.970903,2024-05-10 07:20:51.970903
9048,4752,prospecting,2023-08-12,20831.403495052196,2024-06-30 07:20:51.970903,2024-07-01 07:20:51.970903
9049,3288,won,2022-12-21,35346.85654771758,2024-05-31 07:20:51.970903,2024-06-01 07:20:51.970903
9050,162,won,2024-05-13,37058.06667476904,2024-03-26 07:20:51.970903,2024-03-27 07:20:51.970903
9051,4343,prospecting,2024-01-01,33482.06661003534,2024-05-10 07:20:51.970903,2024-05-20 07:20:51.970903
9052,2607,negotiation,2024-08-14,10008.312037847962,2024-03-16 07:20:51.970903,2024-03-26 07:20:51.970903
9053,1627,negotiation,2023-12-19,26964.21997976059,2024-09-04 07:20:51.970903,2024-09-09 07:20:51.970903
9054,2354,negotiation,2024-06-20,37047.76448923599,2024-02-04 07:20:51.970903,2024-02-11 07:20:51.970903
9055,4466,won,2023-01-15,14974.270298168522,2024-01-13 07:20:51.970903,2024-01-17 07:20:51.970903
9056,4262,negotiation,2024-10-18,17999.5780637387,2024-10-05 07:20:51.970903,2024-10-10 07:20:51.970903
9057,3730,negotiation,2023-04-27,34575.32368878581,2024-04-20 07:20:51.970903,2024-04-29 07:20:51.970903
9058,4221,won,2023-10-19,4050.9610957839536,2024-01-30 07:20:51.970903,2024-02-02 07:20:51.970903
9059,3971,negotiation,2024-07-20,5471.641796188617,2024-02-28 07:20:51.970903,2024-02-28 07:20:51.970903
9060,1919,prospecting,2023-07-30,8516.311398230644,2024-10-24 07:20:51.970903,2024-10-30 07:20:51.970903
9061,3456,prospecting,2024-05-11,39244.04503587678,2024-08-23 07:20:51.970903,2024-08-30 07:20:51.970903
9062,3153,prospecting,2024-05-29,21988.0589990172,2024-03-17 07:20:51.970903,2024-03-21 07:20:51.970903
9063,3079,won,2023-10-28,25524.256824347864,2024-03-18 07:20:51.970903,2024-03-25 07:20:51.970903
9064,1902,negotiation,2024-07-10,33249.919559046015,2024-02-24 07:20:51.970903,2024-02-29 07:20:51.970903
9065,4132,won,2023-07-07,21656.478277274586,2024-01-07 07:20:51.970903,2024-01-16 07:20:51.970903
9066,4324,negotiation,2024-03-21,45670.74013420852,2023-11-17 07:20:51.970903,2023-11-17 07:20:51.970903
9067,172,prospecting,2023-07-08,17611.331108372644,2024-09-15 07:20:51.970903,2024-09-18 07:20:51.970903
9068,2814,won,2024-07-25,26302.730987504365,2024-09-08 07:20:51.970903,2024-09-11 07:20:51.970903
9069,16,negotiation,2024-10-18,27578.597276833138,2024-03-10 07:20:51.970903,2024-03-15 07:20:51.970903
9070,1329,won,2023-07-31,6186.58503192902,2024-09-03 07:20:51.970903,2024-09-09 07:20:51.970903
9071,143,negotiation,2023-07-19,38489.83866433495,2024-04-30 07:20:51.970903,2024-05-06 07:20:51.970903
9072,3385,won,2022-11-08,42169.30773336375,2024-09-30 07:20:51.970903,2024-10-07 07:20:51.970903
9073,4184,won,2023-09-04,17525.783951367965,2023-12-31 07:20:51.970903,2024-01-10 07:20:51.970903
9074,1979,prospecting,2024-08-10,6973.52598120271,2024-10-24 07:20:51.970903,2024-11-01 07:20:51.970903
9075,3794,prospecting,2024-06-21,35287.5652718375,2024-03-10 07:20:51.970903,2024-03-20 07:20:51.970903
9076,2070,won,2024-05-19,41090.68609423929,2023-12-28 07:20:51.970903,2023-12-31 07:20:51.970903
9077,2328,prospecting,2023-10-31,49257.21962948413,2023-11-09 07:20:51.970903,2023-11-12 07:20:51.970903
9078,1330,won,2023-11-06,8634.344482982659,2024-08-11 07:20:51.970903,2024-08-15 07:20:51.970903
9079,3616,negotiation,2024-09-05,21452.52241703435,2024-01-11 07:20:51.970903,2024-01-19 07:20:51.970903
9080,3478,negotiation,2023-04-11,39964.37510065434,2024-10-05 07:20:51.970903,2024-10-15 07:20:51.970903
9081,4216,negotiation,2023-04-19,5561.432401462101,2024-06-21 07:20:51.970903,2024-06-25 07:20:51.970903
9082,1508,negotiation,2023-03-26,46068.269878405445,2023-12-12 07:20:51.970903,2023-12-19 07:20:51.970903
9083,3398,negotiation,2024-08-07,30126.469546630968,2023-11-18 07:20:51.970903,2023-11-23 07:20:51.970903
9084,4132,prospecting,2024-07-21,24438.27465999859,2023-11-12 07:20:51.970903,2023-11-20 07:20:51.970903
9085,2001,won,2023-11-07,49493.80855229808,2024-01-06 07:20:51.970903,2024-01-08 07:20:51.970903
9086,813,won,2022-11-11,1560.849334579474,2024-01-25 07:20:51.970903,2024-01-31 07:20:51.970903
9087,829,negotiation,2023-01-04,5661.289797135363,2024-10-23 07:20:51.970903,2024-10-28 07:20:51.970903
9088,944,negotiation,2024-03-18,22284.44396329066,2024-05-31 07:20:51.970903,2024-06-02 07:20:51.970903
9089,3882,prospecting,2024-10-03,31895.760044565555,2023-11-17 07:20:51.970903,2023-11-17 07:20:51.970903
